x,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
error_ratio_avg,0.025027039729388568,0.026097329772974256,0.026031633429157725,0.7105065036612198,0.9854583531840658,0.9854595631773586,0.9854569094540097,0.9854626926022508,
error_ratio_std,0.0021369358630698347,0.001520177608470435,0.0014401278420441525,0.1154023536108329,0.018898283206142032,0.01889695418329612,0.018904979291981795,0.01889967145841022,
N,11,11,11,11,11,11,11,11,
depth,5,5,5,5,5,5,5,5,
gamma,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
epsilon,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
time(ideal),0.042366584142049156,0.042366584142049156,0.042366584142049156,0.042366584142049156,0.042366584142049156,0.042366584142049156,0.042366584142049156,0.042366584142049156,
time std(ideal),0.0002944868290702256,0.0002944868290702256,0.0002944868290702256,0.0002944868290702256,0.0002944868290702256,0.0002944868290702256,0.0002944868290702256,0.0002944868290702256,
time(noise),21.387522141138714,21.387522141138714,21.387522141138714,21.387522141138714,21.387522141138714,21.387522141138714,21.387522141138714,21.387522141138714,
time std(noise),0.3084770471667624,0.3084770471667624,0.3084770471667624,0.3084770471667624,0.3084770471667624,0.3084770471667624,0.3084770471667624,0.3084770471667624,
time(LRET),0.5970642566680908,0.5127566655476888,0.43263816833496094,0.1329360008239746,0.03614203135172526,0.03608020146687826,0.03615800539652506,0.03613551457722982,
time std(LRET),0.10495819293894336,0.10012081609172555,0.181485858882358,0.039973655337179996,0.0011422600921164672,0.001095253231518174,0.0011083753372957627,0.0010378198594152917,
