x,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
error_ratio_avg,0.0357568997603834,0.05423591234702851,0.05398555448899697,0.7130365032157884,1.0016904930841644,1.0016885032201162,1.0016860669795224,1.0016867539813958,
error_ratio_std,0.0031033405540806885,0.003324135718727626,0.0032233144946372987,0.18114409361693484,0.014632755693421684,0.014627935907289811,0.01463259392291415,0.014632351137626986,
N,13,13,13,13,13,13,13,13,
depth,9,9,9,9,9,9,9,9,
gamma,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
epsilon,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
time(ideal),0.5777676900227865,0.5777676900227865,0.5777676900227865,0.5777676900227865,0.5777676900227865,0.5777676900227865,0.5777676900227865,0.5777676900227865,
time std(ideal),0.00046312718812049273,0.00046312718812049273,0.00046312718812049273,0.00046312718812049273,0.00046312718812049273,0.00046312718812049273,0.00046312718812049273,0.00046312718812049273,
time(noise),709.6127447287241,709.6127447287241,709.6127447287241,709.6127447287241,709.6127447287241,709.6127447287241,709.6127447287241,709.6127447287241,
time std(noise),7.762864870787336,7.762864870787336,7.762864870787336,7.762864870787336,7.762864870787336,7.762864870787336,7.762864870787336,7.762864870787336,
time(LRET),8.561603625615438,7.146899779637654,5.533159653345744,1.4029773076375325,0.4156645139058431,0.4159809748331706,0.4152391751607259,0.43075815836588544,
time std(LRET),1.9860315995633988,1.0220597245569323,0.6505014513803205,0.654734467544333,0.0017037853227656276,0.0023387569000049785,0.0016676881157987875,0.02375258433324335,
