x,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
error_ratio_avg,9.97396580808729e-06,9.97396580808729e-06,9.97396580808729e-06,0.9220025177903374,1.0880437790008308,1.0880437790008308,1.0880437790008308,1.0880437790008308,
error_ratio_std,1.410531771644257e-05,1.410531771644257e-05,1.410531771644257e-05,0.3464485266249668,0.14201493488799977,0.14201493488799977,0.14201493488799977,0.14201493488799977,
N,1,1,1,1,1,1,1,1,
depth,13,13,13,13,13,13,13,13,
gamma,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
epsilon,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
time(ideal),0.00039760271708170575,0.00039760271708170575,0.00039760271708170575,0.00039760271708170575,0.00039760271708170575,0.00039760271708170575,0.00039760271708170575,0.00039760271708170575,
time std(ideal),2.7944402383448185e-05,2.7944402383448185e-05,2.7944402383448185e-05,2.7944402383448185e-05,2.7944402383448185e-05,2.7944402383448185e-05,2.7944402383448185e-05,2.7944402383448185e-05,
time(noise),0.0010682741800944011,0.0010682741800944011,0.0010682741800944011,0.0010682741800944011,0.0010682741800944011,0.0010682741800944011,0.0010682741800944011,0.0010682741800944011,
time std(noise),1.271516083700855e-05,1.271516083700855e-05,1.271516083700855e-05,1.271516083700855e-05,1.271516083700855e-05,1.271516083700855e-05,1.271516083700855e-05,1.271516083700855e-05,
time(LRET),0.0011298656463623047,0.0011587937672932942,0.0011290709177652996,0.0015632311503092449,0.0016113917032877605,0.0016294320424397786,0.001618782679239909,0.0016092459360758464,
time std(LRET),2.9479182274005378e-05,2.7264866919167812e-05,1.9328413815522686e-05,8.046178648272205e-05,2.8722815279913835e-05,1.8340504057319305e-05,3.4691519078758794e-05,2.009642194696887e-05,
