x,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
error_ratio_avg,0.1666666668218871,0.1666666668218871,0.1666666668218871,0.916666680067277,0.916666680067277,0.916666680067277,0.916666680067277,0.916666680067277,
error_ratio_std,0.23570226061503066,0.23570226061503066,0.23570226061503066,0.11785113917951306,0.11785113917951306,0.11785113917951306,0.11785113917951306,0.11785113917951306,
N,1,1,1,1,1,1,1,1,
depth,3,3,3,3,3,3,3,3,
gamma,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
epsilon,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
time(ideal),0.00011436144510904948,0.00011436144510904948,0.00011436144510904948,0.00011436144510904948,0.00011436144510904948,0.00011436144510904948,0.00011436144510904948,0.00011436144510904948,
time std(ideal),2.096125864666361e-05,2.096125864666361e-05,2.096125864666361e-05,2.096125864666361e-05,2.096125864666361e-05,2.096125864666361e-05,2.096125864666361e-05,2.096125864666361e-05,
time(noise),0.00030652681986490887,0.00030652681986490887,0.00030652681986490887,0.00030652681986490887,0.00030652681986490887,0.00030652681986490887,0.00030652681986490887,0.00030652681986490887,
time std(noise),2.1134103285129308e-05,2.1134103285129308e-05,2.1134103285129308e-05,2.1134103285129308e-05,2.1134103285129308e-05,2.1134103285129308e-05,2.1134103285129308e-05,2.1134103285129308e-05,
time(LRET),0.0003727277119954427,0.0003827412923177083,0.00038584073384602863,0.0004410743713378906,0.0005159378051757812,0.0004341602325439453,0.0004393259684244792,0.00043265024820963543,
time std(LRET),1.8399297241831183e-05,2.297521750522334e-05,3.4250681959745564e-05,1.5273682954832997e-05,0.00011475391104503805,1.4635094884131247e-05,1.0318013742521591e-05,1.4172486673565076e-05,
