x,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
error_ratio_avg,0.026911059688093514,0.029634023974361278,0.05372729833741421,0.7119703129773348,1.0033700611765994,1.0033743641158417,1.0033663314877928,1.0033699977539676,
error_ratio_std,0.0018012498588365724,0.0018935432879267152,0.02124019053152814,0.1672782557928263,0.020986629985267454,0.020989630752701313,0.020983356715383636,0.020987600031409977,
N,7,7,7,7,7,7,7,7,
depth,9,9,9,9,9,9,9,9,
gamma,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
epsilon,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
time(ideal),0.0015444755554199219,0.0015444755554199219,0.0015444755554199219,0.0015444755554199219,0.0015444755554199219,0.0015444755554199219,0.0015444755554199219,0.0015444755554199219,
time std(ideal),0.00010922607127476003,0.00010922607127476003,0.00010922607127476003,0.00010922607127476003,0.00010922607127476003,0.00010922607127476003,0.00010922607127476003,0.00010922607127476003,
time(noise),0.102080504099528,0.102080504099528,0.102080504099528,0.102080504099528,0.102080504099528,0.102080504099528,0.102080504099528,0.102080504099528,
time std(noise),0.002020161072724082,0.002020161072724082,0.002020161072724082,0.002020161072724082,0.002020161072724082,0.002020161072724082,0.002020161072724082,0.002020161072724082,
time(LRET),0.02195564905802409,0.021293004353841145,0.01994212468465169,0.012380441029866537,0.007840712865193685,0.007855097452799479,0.007827997207641602,0.007794936498006185,
time std(LRET),0.0014809458573040654,0.0007316615556328137,0.0009982106027679322,0.0003728253372951485,0.0001362410537652529,0.00011770834685220775,0.00012331519665801795,0.00015662320369876597,
