x,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
error_ratio_avg,0.02159514443295486,0.04153437378317484,0.12155136936925894,0.8380012288750813,0.954600035973978,0.9546039687492521,0.9546140500761764,0.9545963362270579,
error_ratio_std,0.0031087214673646757,0.02695010139931725,0.07011901282132466,0.048481735977659014,0.06341918838859084,0.06343527804205651,0.06342247905880248,0.06341722466862564,
N,7,7,7,7,7,7,7,7,
depth,13,13,13,13,13,13,13,13,
gamma,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
epsilon,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
time(ideal),0.002111514409383138,0.002111514409383138,0.002111514409383138,0.002111514409383138,0.002111514409383138,0.002111514409383138,0.002111514409383138,0.002111514409383138,
time std(ideal),0.00018879724162492264,0.00018879724162492264,0.00018879724162492264,0.00018879724162492264,0.00018879724162492264,0.00018879724162492264,0.00018879724162492264,0.00018879724162492264,
time(noise),0.14648016293843588,0.14648016293843588,0.14648016293843588,0.14648016293843588,0.14648016293843588,0.14648016293843588,0.14648016293843588,0.14648016293843588,
time std(noise),0.0016780167026441732,0.0016780167026441732,0.0016780167026441732,0.0016780167026441732,0.0016780167026441732,0.0016780167026441732,0.0016780167026441732,0.0016780167026441732,
time(LRET),0.03585116068522135,0.034172614415486656,0.024680296579996746,0.013525644938151041,0.011762539545694986,0.011707146962483725,0.011753241221110025,0.011851787567138672,
time std(LRET),0.005544499468850446,0.004497077679328563,0.0036367850219145475,0.0016308852810342884,0.000159019095650143,0.00019689394174260907,0.00021307617794065907,0.00027167090053433184,
