x,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
error_ratio_avg,0.015476030436114022,0.02478543778150268,0.13400661885063708,0.8148985160234131,0.9044146824813284,0.9044099709347467,0.9044074249554379,0.9044185431031083,
error_ratio_std,0.01370717013129702,0.026758216072726427,0.0621797525608084,0.29690290246273415,0.17313197482607537,0.17311062377766187,0.17311657252295068,0.17314047016135703,
N,5,5,5,5,5,5,5,5,
depth,7,7,7,7,7,7,7,7,
gamma,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
epsilon,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
time(ideal),0.0008054574330647787,0.0008054574330647787,0.0008054574330647787,0.0008054574330647787,0.0008054574330647787,0.0008054574330647787,0.0008054574330647787,0.0008054574330647787,
time std(ideal),8.17573736816799e-05,8.17573736816799e-05,8.17573736816799e-05,8.17573736816799e-05,8.17573736816799e-05,8.17573736816799e-05,8.17573736816799e-05,8.17573736816799e-05,
time(noise),0.0070264339447021484,0.0070264339447021484,0.0070264339447021484,0.0070264339447021484,0.0070264339447021484,0.0070264339447021484,0.0070264339447021484,0.0070264339447021484,
time std(noise),0.00015021858948924537,0.00015021858948924537,0.00015021858948924537,0.00015021858948924537,0.00015021858948924537,0.00015021858948924537,0.00015021858948924537,0.00015021858948924537,
time(LRET),0.0059426625569661455,0.005899667739868164,0.0053288936614990234,0.00436703364054362,0.004282474517822266,0.004287004470825195,0.004278024037679036,0.004289865493774414,
time std(LRET),0.000411304658404763,0.00048041207618615335,0.00034696995009183326,0.00011024297955170366,9.53205311208548e-05,0.00010081826872621538,0.00010448907114181285,0.00011215526901792469,
