x,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
error_ratio_avg,0.01542916222251818,0.02814147349261908,0.08744243141307877,0.7955931309512029,0.9532603983465706,0.9532540043338114,0.9532387006959682,0.9532461592220584,
error_ratio_std,0.003877991600327346,0.0118438033628587,0.03749124429480434,0.23063206740220202,0.03585646008851357,0.035847434227600276,0.035850885905460754,0.03586717848970354,
N,7,7,7,7,7,7,7,7,
depth,11,11,11,11,11,11,11,11,
gamma,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
epsilon,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
time(ideal),0.0018207232157389324,0.0018207232157389324,0.0018207232157389324,0.0018207232157389324,0.0018207232157389324,0.0018207232157389324,0.0018207232157389324,0.0018207232157389324,
time std(ideal),0.000186909048945728,0.000186909048945728,0.000186909048945728,0.000186909048945728,0.000186909048945728,0.000186909048945728,0.000186909048945728,0.000186909048945728,
time(noise),0.12526186307271323,0.12526186307271323,0.12526186307271323,0.12526186307271323,0.12526186307271323,0.12526186307271323,0.12526186307271323,0.12526186307271323,
time std(noise),0.002037880238291552,0.002037880238291552,0.002037880238291552,0.002037880238291552,0.002037880238291552,0.002037880238291552,0.002037880238291552,0.002037880238291552,
time(LRET),0.02755260467529297,0.025802771250406902,0.019829432169596355,0.011108477910359701,0.009990692138671875,0.009967645009358725,0.00993951161702474,0.009975910186767578,
time std(LRET),0.004428424105440453,0.0023682281546548757,0.0024781094095984216,0.0015408954996262774,0.00019171196286749579,0.00019318922099702488,0.00019059934702731073,0.00019675018046624068,
