x,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
error_ratio_avg,1.339147897150658e-05,1.339147897150658e-05,0.1029015455318787,0.5996964336743373,0.5996964336743373,0.5996964336743373,0.5996964336743373,0.5996964336743373,
error_ratio_std,6.5901459249250285e-06,6.5901459249250285e-06,0.09991716114740738,0.28304604835833164,0.28304604835833164,0.28304604835833164,0.28304604835833164,0.28304604835833164,
N,1,1,1,1,1,1,1,1,
depth,9,9,9,9,9,9,9,9,
gamma,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,
epsilon,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
time(ideal),0.0002822081247965495,0.0002822081247965495,0.0002822081247965495,0.0002822081247965495,0.0002822081247965495,0.0002822081247965495,0.0002822081247965495,0.0002822081247965495,
time std(ideal),1.240133169041255e-05,1.240133169041255e-05,1.240133169041255e-05,1.240133169041255e-05,1.240133169041255e-05,1.240133169041255e-05,1.240133169041255e-05,1.240133169041255e-05,
time(noise),0.0008165836334228516,0.0008165836334228516,0.0008165836334228516,0.0008165836334228516,0.0008165836334228516,0.0008165836334228516,0.0008165836334228516,0.0008165836334228516,
time std(noise),2.474351464007238e-05,2.474351464007238e-05,2.474351464007238e-05,2.474351464007238e-05,2.474351464007238e-05,2.474351464007238e-05,2.474351464007238e-05,2.474351464007238e-05,
time(LRET),0.0010300477345784504,0.0010200341542561848,0.0011551380157470703,0.00119781494140625,0.0012132326761881511,0.0011942386627197266,0.0012138684590657551,0.0011911392211914062,
time std(LRET),8.722348199998325e-05,9.237447432248135e-05,5.110061619616537e-05,1.516287180865424e-05,3.0480509669818583e-05,1.7397478484755076e-05,2.8672635927804708e-05,1.7656930782138923e-05,
