x,0.0001,
error_ratio_avg,0.05320152789557656,
error_ratio_std,0.0162211581712867,
N,10,
depth,1,
gamma,0.001,
epsilon,0.0001,
time(ideal),0.006119251251220703,
time std(ideal),0.00014950359507059745,
time(noise),8.498523791631063,
time std(noise),0.020559279904650982,
time(LRET),0.14289045333862305,
time std(LRET),0.010724620225684515,
