x,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
error_ratio_avg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
error_ratio_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
N,1,1,1,1,1,1,1,1,
depth,7,7,7,7,7,7,7,7,
gamma,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,
epsilon,3e-05,0.0001,0.0003,0.001,0.003,0.01,0.03,0.1,
time(ideal),0.00023754437764485678,0.00023754437764485678,0.00023754437764485678,0.00023754437764485678,0.00023754437764485678,0.00023754437764485678,0.00023754437764485678,0.00023754437764485678,
time std(ideal),2.1337537846090777e-05,2.1337537846090777e-05,2.1337537846090777e-05,2.1337537846090777e-05,2.1337537846090777e-05,2.1337537846090777e-05,2.1337537846090777e-05,2.1337537846090777e-05,
time(noise),0.0008112589518229166,0.0008112589518229166,0.0008112589518229166,0.0008112589518229166,0.0008112589518229166,0.0008112589518229166,0.0008112589518229166,0.0008112589518229166,
time std(noise),2.2812171832933144e-05,2.2812171832933144e-05,2.2812171832933144e-05,2.2812171832933144e-05,2.2812171832933144e-05,2.2812171832933144e-05,2.2812171832933144e-05,2.2812171832933144e-05,
time(LRET),0.0008113384246826172,0.00079345703125,0.0007988611857096354,0.0008095105489095052,0.0008006095886230469,0.0007933775583902994,0.0008160273234049479,0.00080108642578125,
time std(LRET),1.0780809049605946e-05,1.2475467159224634e-05,1.1772717912763725e-05,3.6427536311937984e-05,1.380770896489168e-05,1.3880703375420976e-05,2.2434443662913776e-05,1.1951090485429502e-05,
